epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.2857142984867096,0.0010000000474974513,1.9420455694198608,0.30188679695129395,0.17582418024539948,0.32258063554763794,1.5685127973556519,0.0,0.0
1,0.5714285969734192,0.0010000000474974513,0.860065758228302,0.6349206566810608,0.4395604431629181,0.4838709533214569,1.5247957706451416,0.0,0.0
2,0.593406617641449,0.0010000000474974513,0.7712165117263794,0.6760563254356384,0.5274725556373596,0.5161290168762207,1.484574317932129,0.0,0.0
3,0.7032967209815979,0.0010000000474974513,0.7089228630065918,0.7714285850524902,0.593406617641449,0.5483871102333069,1.4429996013641357,0.0,0.0
4,0.7582417726516724,0.0010000000474974513,0.6371126174926758,0.7922077775001526,0.6703296899795532,0.6129032373428345,1.4092897176742554,0.0,0.0
5,0.7142857313156128,0.0010000000474974513,0.49455857276916504,0.7532467246055603,0.6373626589775085,0.6774193644523621,1.375228762626648,1.0,0.032258063554763794
6,0.7472527623176575,0.0010000000474974513,0.5188664197921753,0.790123462677002,0.7032967209815979,0.7096773982048035,1.3440806865692139,1.0,0.032258063554763794
7,0.7692307829856873,0.0010000000474974513,0.3703286349773407,0.8271604776382446,0.7362637519836426,0.6774193644523621,1.317793846130371,1.0,0.032258063554763794
8,0.8571428656578064,0.0010000000474974513,0.4539693593978882,0.875,0.7692307829856873,0.7419354915618896,1.294155240058899,1.0,0.032258063554763794
9,0.8351648449897766,0.0010000000474974513,0.31198030710220337,0.8470588326454163,0.791208803653717,0.6774193644523621,1.2801275253295898,1.0,0.032258063554763794
10,0.8021978139877319,0.0010000000474974513,0.4062742292881012,0.8235294222831726,0.7692307829856873,0.6129032373428345,1.2749392986297607,1.0,0.032258063554763794
11,0.901098906993866,0.0010000000474974513,0.26573285460472107,0.9259259104728699,0.8241758346557617,0.5806451439857483,1.273244023323059,0.0,0.0
12,0.8571428656578064,0.0010000000474974513,0.33190205693244934,0.8636363744735718,0.8351648449897766,0.5483871102333069,1.2682740688323975,0.0,0.0
13,0.8681318759918213,0.0010000000474974513,0.2594737410545349,0.8965517282485962,0.8571428656578064,0.4838709533214569,1.26170015335083,0.0,0.0
14,0.901098906993866,0.0010000000474974513,0.24126191437244415,0.8999999761581421,0.8901098966598511,0.4193548262119293,1.2548853158950806,1.0,0.032258063554763794
15,0.901098906993866,0.0010000000474974513,0.23356281220912933,0.929411768913269,0.8681318759918213,0.4193548262119293,1.277967095375061,1.0,0.032258063554763794
16,0.9230769276618958,0.0010000000474974513,0.19729267060756683,0.9431818127632141,0.9120879173278809,0.35483869910240173,1.322037696838379,1.0,0.09677419066429138
17,0.9450549483299255,0.0010000000474974513,0.13412386178970337,0.9431818127632141,0.9120879173278809,0.35483869910240173,1.376827359199524,0.4000000059604645,0.06451612710952759
18,0.9120879173278809,0.0010000000474974513,0.15008564293384552,0.931034505367279,0.8901098966598511,0.35483869910240173,1.4436320066452026,0.2857142984867096,0.12903225421905518
19,0.9120879173278809,0.0010000000474974513,0.15626873075962067,0.9120879173278809,0.9120879173278809,0.35483869910240173,1.5187562704086304,0.2631579041481018,0.16129031777381897
20,0.8791208863258362,0.0005000000237487257,0.17262594401836395,0.9090909361839294,0.8791208863258362,0.35483869910240173,1.5971450805664062,0.27272728085517883,0.19354838132858276
21,0.9230769276618958,0.0005000000237487257,0.13109244406223297,0.9534883499145508,0.901098906993866,0.29032257199287415,1.6756714582443237,0.260869562625885,0.19354838132858276
22,0.9340659379959106,0.0005000000237487257,0.13755297660827637,0.9340659379959106,0.9340659379959106,0.29032257199287415,1.7457436323165894,0.260869562625885,0.19354838132858276
23,0.9120879173278809,0.0005000000237487257,0.12239283323287964,0.9120879173278809,0.9120879173278809,0.25806450843811035,1.8152471780776978,0.260869562625885,0.19354838132858276
24,0.9560439586639404,0.0005000000237487257,0.11327299475669861,0.9666666388511658,0.9560439586639404,0.25806450843811035,1.8845977783203125,0.25,0.19354838132858276
25,0.9780219793319702,0.0002500000118743628,0.09467026591300964,0.9777777791023254,0.9670329689979553,0.25806450843811035,1.9475585222244263,0.26923078298568726,0.22580644488334656
26,0.9560439586639404,0.0002500000118743628,0.10963573306798935,0.9555555582046509,0.9450549483299255,0.25806450843811035,2.012457847595215,0.25925925374031067,0.22580644488334656
27,0.9560439586639404,0.0002500000118743628,0.10040755569934845,0.9560439586639404,0.9560439586639404,0.25806450843811035,2.0795321464538574,0.25,0.22580644488334656
28,0.9560439586639404,0.0002500000118743628,0.1170542985200882,0.9555555582046509,0.9450549483299255,0.25806450843811035,2.1464290618896484,0.2222222238779068,0.19354838132858276
29,0.9780219793319702,0.0002500000118743628,0.09134630113840103,0.9780219793319702,0.9780219793319702,0.25806450843811035,2.2198550701141357,0.2142857164144516,0.19354838132858276
